biomarker,variable_name,primary_pathway,secondary_pathway,demographic,phase,min_age,max_age,operator,low_value,high_value,qualitative_value,label,color,optimal_range,units,diagnosis,superclinic_code,remark,Description,Source
TRANS FATTY ACIDS,TFA,CELLULAR HEALTH,"INFLAMMAGING, CARDIOVASCULAR HEALTH, METABOLIC HEALTH, NUTRITION",ALL,ALL,10,120,gt,1,,,HIGH,ORANGE,<0.7,%,,TFA_HIGH,"High TFAs reflect significant incorporation of harmful fats into lipid membranes, strongly associated with atherosclerosis, insulin resistance, fatty liver, and increased cardiovascular mortality. This level suggests a severely pro-inflammatory dietary pattern.","Unhealthy fats, increase inflammation and cardiovascular disease risk.",LIPOMICS
OMEGA-3 INDEX,O3_INDEX,CARDIOVASCULAR HEALTH,"INFLAMMAGING, CELLULAR HEALTH, METABOLIC HEALTH, NERVOUS SYSTEM",ALL,ALL,10,120,gt,8,,,OPTIMAL,GREEN,>8%,%,,O3_INDEX_OPTIMAL,"An optimal Omega-3 Index (≥8%) indicates sufficient incorporation of EPA and DHA into cell membranes, supporting anti-inflammatory signaling, vascular health, neuronal function, and cardioprotection. It lowers risk of coronary heart disease, arrhythmias, and cognitive decline.","Measures red cell omega-3s, indicates heart and brain health.",LIPOMICS
OMEGA-3 INDEX,O3_INDEX,CARDIOVASCULAR HEALTH,"INFLAMMAGING, CELLULAR HEALTH, METABOLIC HEALTH, NERVOUS SYSTEM",ALL,ALL,10,120,between,4,8,,SUBOPTIMAL,YELLOW,>8%,%,,O3_INDEX_SUBOPTIMAL,"A suboptimal Omega-3 Index (4–7.9%) suggests inadequate omega-3 incorporation. This range is associated with reduced cardiovascular and cognitive protection, early inflammatory imbalance, and increased risk for metabolic stress and neurocognitive decline.","Measures red cell omega-3s, indicates heart and brain health.",LIPOMICS
OMEGA-3 INDEX,O3_INDEX,CARDIOVASCULAR HEALTH,"INFLAMMAGING, CELLULAR HEALTH, METABOLIC HEALTH, NERVOUS SYSTEM",ALL,ALL,10,120,lt,,4,,LOW,ORANGE,>8%,%,,O3_INDEX_LOW,"A low Omega-3 Index (<4%) reflects significant omega-3 deficiency, with strong association to elevated cardiovascular mortality, systemic inflammation, depression, and neurodegeneration. It indicates poor dietary intake and inadequate anti-inflammatory capacity.","Measures red cell omega-3s, indicates heart and brain health.",LIPOMICS
OMEGA-6/OMEGA-3 RATIO,O6_O3_RATIO,INFLAMMAGING,"CARDIOVASCULAR HEALTH, CELLULAR HEALTH, METABOLIC HEALTH, NUTRITION",ALL,ALL,10,120,lt,,3,,OPTIMAL,GREEN,<3:1,Ratio,,O6_O3_RATIO_OPTIMAL,"An optimal ratio (around 2:1 to 4:1) indicates balanced PUFA intake, with sufficient omega-3s to counteract inflammatory omega-6 activity. It supports vascular flexibility, metabolic stability, brain health, and immune balance. Lower ratios (≤2:1) are considered protective.","Compares fatty acid balance, indicates inflammation and heart health.",LIPOMICS
OMEGA-6/OMEGA-3 RATIO,O6_O3_RATIO,INFLAMMAGING,"CARDIOVASCULAR HEALTH, CELLULAR HEALTH, METABOLIC HEALTH, NUTRITION",ALL,ALL,10,120,between,3,8,,ELEVATED,YELLOW,<3:2,Ratio,,O6_O3_RATIO_ELEVATED,"An elevated ratio (~5:1 to 8:1) suggests relative omega-3 insufficiency or high omega-6 intake, contributing to low-grade inflammation, reduced endothelial function, and increased cardiometabolic stress. It often reflects a Western dietary pattern.","Compares fatty acid balance, indicates inflammation and heart health.",LIPOMICS
OMEGA-6/OMEGA-3 RATIO,O6_O3_RATIO,INFLAMMAGING,"CARDIOVASCULAR HEALTH, CELLULAR HEALTH, METABOLIC HEALTH, NUTRITION",ALL,ALL,10,120,between,8,15,,HIGH,ORANGE,<3:3,Ratio,,O6_O3_RATIO_HIGH,"A high ratio (≥9:1 to 15:1) indicates dominant omega-6–derived inflammatory signaling, raising risk for atherosclerosis, insulin resistance, mood disorders, and autoimmune activity. This imbalance promotes systemic oxidative stress and vascular dysfunction.","Compares fatty acid balance, indicates inflammation and heart health.",LIPOMICS
OMEGA-6/OMEGA-3 RATIO,O6_O3_RATIO,INFLAMMAGING,"CARDIOVASCULAR HEALTH, CELLULAR HEALTH, METABOLIC HEALTH, NUTRITION",ALL,ALL,10,120,gt,15,,,VERY HIGH,RED,<3:4,Ratio,,O6_O3_RATIO_VERY_HIGH,"A very high ratio (>15:1) indicates severe PUFA imbalance with pro-inflammatory dominance. Strongly linked to chronic disease progression, cardiovascular events, cognitive decline, and autoimmune flares, it reflects profound dietary imbalance and metabolic stress.","Compares fatty acid balance, indicates inflammation and heart health.",LIPOMICS
PALMITIC ACID INDEX,PALM_INDEX,METABOLIC HEALTH,"CELLULAR HEALTH, INFLAMMAGING, CARDIOVASCULAR HEALTH, NUTRITION",ALL,ALL,10,120,lt,,21,,OPTIMAL,GREEN,<21,%,,PALM_INDEX_OPTIMAL,"An optimal palmitic acid index indicates balanced fatty acid metabolism, with limited de novo lipogenesis and stable lipid profiles. It reflects adequate dietary fat composition and supports healthy insulin sensitivity, vascular function, and overall metabolic health.","Measures palmitic acid levels, assesses cardiovascular and metabolic risk.",LIPOMICS
PALMITIC ACID INDEX,PALM_INDEX,METABOLIC HEALTH,"CELLULAR HEALTH, INFLAMMAGING, CARDIOVASCULAR HEALTH, NUTRITION",ALL,ALL,10,120,between,21,25,,ELEVATED,YELLOW,<21,%,,PALM_INDEX_ELEVATED,"An elevated palmitic acid index suggests increased dietary saturated fat intake or hepatic lipogenesis from high sugar/refined carbohydrate consumption. This state contributes to low-grade inflammation, early insulin resistance, and liver stress, raising long-term cardiometabolic risk.","Measures palmitic acid levels, assesses cardiovascular and metabolic risk.",LIPOMICS
PALMITIC ACID INDEX,PALM_INDEX,METABOLIC HEALTH,"CELLULAR HEALTH, INFLAMMAGING, CARDIOVASCULAR HEALTH, NUTRITION",ALL,ALL,10,120,between,25,29,,HIGH,ORANGE,<21,%,,PALM_INDEX_HIGH,"A high palmitic acid index indicates significant metabolic imbalance, often associated with nonalcoholic fatty liver disease (NAFLD), visceral obesity, diabetes, and cardiovascular disease risk. Palmitic acid excess promotes lipotoxicity, mitochondrial dysfunction, and systemic inflammation.","Measures palmitic acid levels, assesses cardiovascular and metabolic risk.",LIPOMICS
AA/EPA RATIO,AA_EPA_RATIO,INFLAMMAGING,"CARDIOVASCULAR HEALTH, CELLULAR HEALTH, METABOLIC HEALTH, NUTRITION",ALL,ALL,10,120,lt,,4,,OPTIMAL,GREEN,<4:1,Ratio,,AA_EPA_RATIO_OPTIMAL,"An optimal AA/EPA ratio indicates balanced eicosanoid signaling, supporting vascular flexibility, cognitive health, and immune regulation. It reflects adequate intake of omega-3 fatty acids relative to omega-6, reducing systemic inflammation and long-term cardiovascular and neurological risk.","Compares arachidonic to EPA, reflects inflammation and cardiovascular balance.",LIPOMICS
AA/EPA RATIO,AA_EPA_RATIO,INFLAMMAGING,"CARDIOVASCULAR HEALTH, CELLULAR HEALTH, METABOLIC HEALTH, NUTRITION",ALL,ALL,10,120,between,4,8,,ELEVATED,YELLOW,<4:1,Ratio,,AA_EPA_RATIO_ELEVATED,"An elevated ratio suggests omega-6 dominance and reduced omega-3 buffering, promoting higher inflammatory tone. It is associated with early metabolic stress, mild vascular dysfunction, and increased risk of insulin resistance or low-grade chronic inflammation.","Compares arachidonic to EPA, reflects inflammation and cardiovascular balance.",LIPOMICS
AA/EPA RATIO,AA_EPA_RATIO,INFLAMMAGING,"CARDIOVASCULAR HEALTH, CELLULAR HEALTH, METABOLIC HEALTH, NUTRITION",ALL,ALL,10,120,between,8,12,,HIGH,ORANGE,<4:1,Ratio,,AA_EPA_RATIO_HIGH,"A high AA/EPA ratio reflects significant pro-inflammatory dominance, driving endothelial dysfunction, joint inflammation, and higher cardiometabolic risk. It is linked to autoimmunity, atherosclerosis, depression, and cognitive decline, with insufficient omega-3 counter-regulation.","Compares arachidonic to EPA, reflects inflammation and cardiovascular balance.",LIPOMICS
AA/EPA RATIO,AA_EPA_RATIO,INFLAMMAGING,"CARDIOVASCULAR HEALTH, CELLULAR HEALTH, METABOLIC HEALTH, NUTRITION",ALL,ALL,10,120,gt,12,,,VERY HIGH,RED,<4:1,Ratio,,AA_EPA_RATIO_VERY_HIGH,"A very high AA/EPA ratio indicates marked imbalance in lipid mediator signaling, strongly associated with systemic inflammation, accelerated atherogenesis, autoimmune flare activity, and neuropsychiatric risk. It reflects severe omega-3 deficiency relative to inflammatory omega-6 pathways.","Compares arachidonic to EPA, reflects inflammation and cardiovascular balance.",LIPOMICS
TRANS FAT INDEX (TFI),TFI,CELLULAR HEALTH,"METABOLIC HEALTH, CARDIOVASCULAR HEALTH, INFLAMMAGING, NUTRITION, INFLAMMAGING, CARDIOVASCULAT SYSTEM, METABOLIC HEALTH, NUTRITION",ALL,ALL,10,120,lt,,1,,OPTIMAL,GREEN,<1,%,,TFI_OPTIMAL,"An optimal TFI indicates minimal trans fat incorporation into cell membranes, supporting vascular flexibility, metabolic balance, and reduced inflammatory signaling. It reflects a diet low in processed and hydrogenated fats, with better cardiovascular and metabolic protection.","Indicates trans fat levels, assesses cardiovascular and metabolic risk.",LIPOMICS
TRANS FAT INDEX (TFI),TFI,CELLULAR HEALTH,"METABOLIC HEALTH, CARDIOVASCULAR HEALTH, INFLAMMAGING, NUTRITION, INFLAMMAGING, CARDIOVASCULAT SYSTEM, METABOLIC HEALTH, NUTRITION",ALL,ALL,10,120,between,1,2.2,,ELEVATED,YELLOW,<1,%,,TFI_ELEVATED,"Elevated TFI suggests increased dietary intake of trans fats or slow clearance. Functionally, this impairs endothelial function, raises LDL, lowers HDL, and promotes insulin resistance and systemic inflammation, representing early cardiometabolic risk.","Indicates trans fat levels, assesses cardiovascular and metabolic risk.",LIPOMICS
TRANS FAT INDEX (TFI),TFI,CELLULAR HEALTH,"METABOLIC HEALTH, CARDIOVASCULAR HEALTH, INFLAMMAGING, NUTRITION, INFLAMMAGING, CARDIOVASCULAT SYSTEM, METABOLIC HEALTH, NUTRITION",ALL,ALL,10,120,gt,2.2,,,HIGH,ORANGE,<1,%,,TFI_HIGH,"High TFI reflects significant trans fat burden in lipid membranes, driving atherogenic dyslipidemia, vascular stiffness, pro-inflammatory signaling, and increased risk of coronary artery disease and diabetes. It indicates harmful dietary patterns and advanced metabolic stress.","Indicates trans fat levels, assesses cardiovascular and metabolic risk.",LIPOMICS
OVERALL BRAIN SCORE,OVERALL_BRAIN_SCORE,NERVOUS SYSTEM,"CELLULAR HEALTH, METABOLIC HEALTH, CARDIOVASCULAR HEALTH, HORMONES, INFLAMMAGING, NUTIRITON, GUT HEALTH",ALL,ALL,10,120,gt,120,,,OPTIMAL,GREEN,>120,Numeric,,OVERALL_BRAIN_SCORE_OPTIMAL,"An optimal brain score indicates robust cognitive performance across memory, attention, and executive domains. It reflects strong neural connectivity, efficient neurotransmission, and healthy brain metabolism. This suggests resilience to age-related decline, better adaptability, and reduced risk of cognitive impairment.","Summarizes cognitive performance across memory, attention, and function.",DBFS
OVERALL BRAIN SCORE,OVERALL_BRAIN_SCORE,NERVOUS SYSTEM,"CELLULAR HEALTH, METABOLIC HEALTH, CARDIOVASCULAR HEALTH, HORMONES, INFLAMMAGING, NUTIRITON, GUT HEALTH",ALL,ALL,10,120,between,80,120,,AVERAGE,YELLOW,>120,Numeric,,OVERALL_BRAIN_SCORE_AVERAGE,"An average brain score reflects adequate cognitive function with mild inefficiencies in certain areas. It may be influenced by stress, fatigue, poor sleep, or early age-related decline. While functional, it signals potential vulnerability under increased cognitive demand.","Summarizes cognitive performance across memory, attention, and function.",DBFS
OVERALL BRAIN SCORE,OVERALL_BRAIN_SCORE,NERVOUS SYSTEM,"CELLULAR HEALTH, METABOLIC HEALTH, CARDIOVASCULAR HEALTH, HORMONES, INFLAMMAGING, NUTIRITON, GUT HEALTH",ALL,ALL,10,120,lt,,80,,LOW,ORANGE,>120,Numeric,,OVERALL_BRAIN_SCORE_LOW,"A low brain score suggests significant deficits across multiple cognitive domains, impairing learning, memory, decision-making, or daily function. Causes may include neurodegenerative disease, brain injury, psychiatric illness, metabolic dysfunction, or chronic stress. It requires clinical evaluation for underlying pathology.","Summarizes cognitive performance across memory, attention, and function.",DBFS
ATTENTION,ATTENTION,NERVOUS SYSTEM,"METABOLIC HEALTH, CELLULAR HEALTH, HORMONES, CARDIOVASCULAR HEALTH, NUTRITION, INFLAMMAGING",ALL,ALL,10,120,gt,120,,,OPTIMAL,GREEN,>120,Numeric,,ATTENTION_OPTIMAL,"Optimal attention reflects efficient focus, sustained concentration, and cognitive flexibility, enabling effective problem-solving and learning. It indicates strong prefrontal-parietal network function and balanced neurotransmitter activity, supporting mental clarity, productivity, and resilience against cognitive overload.","Assesses focus and concentration, indicates cognitive processing capacity.",DBFS
ATTENTION,ATTENTION,NERVOUS SYSTEM,"METABOLIC HEALTH, CELLULAR HEALTH, HORMONES, CARDIOVASCULAR HEALTH, NUTRITION, INFLAMMAGING",ALL,ALL,10,120,between,80,120,,AVERAGE,YELLOW,>120,Numeric,,ATTENTION_AVERAGE,"Average attention indicates adequate but variable focus, with lapses during stress, fatigue, or multitasking. It may reflect early signs of mental overload, lifestyle imbalance, or mild cognitive inefficiency, without significant functional impairment.","Assesses focus and concentration, indicates cognitive processing capacity.",DBFS
ATTENTION,ATTENTION,NERVOUS SYSTEM,"METABOLIC HEALTH, CELLULAR HEALTH, HORMONES, CARDIOVASCULAR HEALTH, NUTRITION, INFLAMMAGING",ALL,ALL,10,120,lt,,80,,LOW,ORANGE,>120,Numeric,,ATTENTION_LOW,"Low attention reflects significant impairment in focus, distractibility, or reduced sustained concentration, affecting learning, work, and daily functioning. Causes include ADHD, mood disorders, neurodegenerative disease, brain injury, chronic stress, or sleep disorders.","Assesses focus and concentration, indicates cognitive processing capacity.",DBFS
IMMEDIATE MEMORY,IMMEDIATE_MEMORY,NERVOUS SYSTEM,"CELLULAR HEALTH, METABOLIC HEALTH, CARDIOVASCULAR HEALTH, HORMONES, INFLAMMAGING, NUTRITION",ALL,ALL,10,120,gt,120,,,OPTIMAL,GREEN,>120,Numeric,,IMMEDIATE_MEMORY_OPTIMAL,"Optimal immediate memory reflects intact encoding and rapid recall of new information, supporting smooth learning, communication, and problem-solving. It indicates strong hippocampal-prefrontal connectivity and efficient attention control, crucial for higher cognitive processes.","Measures instant recall ability, reflects attention and brain health.",DBFS
IMMEDIATE MEMORY,IMMEDIATE_MEMORY,NERVOUS SYSTEM,"CELLULAR HEALTH, METABOLIC HEALTH, CARDIOVASCULAR HEALTH, HORMONES, INFLAMMAGING, NUTRITION",ALL,ALL,10,120,between,80,120,,AVERAGE,YELLOW,>120,Numeric,,IMMEDIATE_MEMORY_AVERAGE,"Average immediate memory indicates adequate but variable recall of newly presented information. Occasional lapses may occur under stress, fatigue, or distraction. This range may reflect normal fluctuations or the early impact of lifestyle and aging on attention networks.","Measures instant recall ability, reflects attention and brain health.",DBFS
IMMEDIATE MEMORY,IMMEDIATE_MEMORY,NERVOUS SYSTEM,"CELLULAR HEALTH, METABOLIC HEALTH, CARDIOVASCULAR HEALTH, HORMONES, INFLAMMAGING, NUTRITION",ALL,ALL,10,120,lt,,80,,LOW,ORANGE,>120,Numeric,,IMMEDIATE_MEMORY_LOW,"Low immediate memory suggests difficulty encoding and recalling information right after presentation, impairing daily communication and learning. Causes may include neurological conditions (dementia, head injury), psychiatric illness, chronic stress, or metabolic dysfunction.","Measures instant recall ability, reflects attention and brain health.",DBFS
WORKING MEMORY,WORKING_MEMORY,NERVOUS SYSTEM,"CELLULAR HEALTH, METABOLIC HEALTH, CARDIOVASULAR HEALTH, HORMONES, INFLAMMAGING, NUTRITION",ALL,ALL,10,120,gt,120,,,OPTIMAL,GREEN,>120,Numeric,,WORKING_MEMORY_OPTIMAL,"Optimal working memory reflects strong cognitive capacity for attention, short-term retention, and mental manipulation of information. It supports efficient learning, complex reasoning, and multitasking, and is protective against age-related cognitive decline.","Evaluates short-term information storage, essential for learning tasks.",DBFS
WORKING MEMORY,WORKING_MEMORY,NERVOUS SYSTEM,"CELLULAR HEALTH, METABOLIC HEALTH, CARDIOVASULAR HEALTH, HORMONES, INFLAMMAGING, NUTRITION",ALL,ALL,10,120,between,80,120,,AVERAGE,YELLOW,>120,Numeric,,WORKING_MEMORY_AVERAGE,"Average working memory suggests adequate but not peak function, with occasional difficulty handling multitasking, distractions, or sustained problem-solving. This may be due to stress, fatigue, mild cognitive decline, or suboptimal lifestyle habits.","Evaluates short-term information storage, essential for learning tasks.",DBFS
WORKING MEMORY,WORKING_MEMORY,NERVOUS SYSTEM,"CELLULAR HEALTH, METABOLIC HEALTH, CARDIOVASULAR HEALTH, HORMONES, INFLAMMAGING, NUTRITION",ALL,ALL,10,120,lt,,80,,LOW,ORANGE,>120,Numeric,,WORKING_MEMORY_LOW,"Low working memory reflects difficulty retaining and processing short-term information, impairing learning, decision-making, and daily function. Causes may include neurodevelopmental disorders (e.g., ADHD), dementia, traumatic brain injury, mood disorders, or chronic stress.","Evaluates short-term information storage, essential for learning tasks.",DBFS
BRAIN EXECUTIVE FUNCTION,BRAIN_EXECUTIVE_FUNCTION,NERVOUS SYSTEM,"CELLULAR HEALTH, METABOLIC HEALTH, CARDIOVASCULAR HEALTH, HORMONES, INFLAMMAGING, GUT HEALTH",ALL,ALL,10,120,gt,120,,,OPTIMAL,GREEN,>120,Numeric,,BRAIN_EXECUTIVE_FUNCTION_OPTIMAL,"Optimal executive function indicates strong cognitive control, working memory, attention, and decision-making capacity. It supports effective problem-solving, emotional regulation, and resilience to stress. It reflects healthy brain circuitry, balanced neurotransmitter activity, and good overall cognitive reserve.","Assesses planning, decision-making, and higher-level cognitive abilities.",DBFS
